Nome,Preço,Categoria,Avaliação,Número de avaliações,Termômetro,Vendedor
Recertificado Apple iPhone 11 Pro Max 64gb Excelente Prata (Recondicionado),"4.542,01",Celulares e Smartphones,,,5.0,SMARTSCAROL
Reembalado iPhone 13 Pro Max 128gb Nacional Nfe Envio Ja ,"7.997,07",Celulares e Smartphones,,,5.0,SMARTSCAROL
Xiaomi Redmi Note 11s 5g 128gb 6ram Global Oferta,2.565,Celulares e Smartphones,,,5.0,AUTOFLECHA
Kit Smartphone Multilaser G Max 2 E Porta-retrato Digital,"1.253,51",Celulares e Smartphones,,,,Loja Multi
Apple iPhone 11 (64 Gb) - Preto Lindo 10x Sem Juros  (Recondicionado),"2.716,16",Celulares e Smartphones,,,5.0,ZARIH
 iPhone X 64gb Preto  Lindo + Nota Fiscal + 10x Sem Juros (Recondicionado),"1.789,20",Celulares e Smartphones,,,5.0,ZARIH
Google Pixel 7 Obsidian 128gb Lacrado Desbloqueado,"5.604,05",Celulares e Smartphones,,,5.0,Ver mais
Apple iPhone 11 (64 Gb) - Preto Lindo Nota Fiscal  (Recondicionado),"2.648,60",Celulares e Smartphones,,,5.0,ZARIH
Smartphone Realme Gt2 Pro 12/256 Dual Sim Versão Global ,"4.702,50",Celulares e Smartphones,,,4.0,P.A86
iPhone 11 Oferta Vitrine Bateria 100% Revisado Com Garantia (Recondicionado),"2.762,13",Celulares e Smartphones,,,5.0,MAMMULTIMARCASCOMERCIOEDIS
Celular Xiaomi Redmi Note 11 Pro 5g Dual 128 Gb Branco 8 Gb,"2.489,17",Celulares e Smartphones,,,5.0,VITT_JS
iPhone XR 128gb Preto Muito Bom + Brindes (Recondicionado),"2.049,99",Celulares e Smartphones,,,5.0,R9+IMPORTS
Celular Motorola Moto G52 128gb 4gb Ram 6.6 Smartphone,"1.518,99",Celulares e Smartphones,,,5.0,SMARTLANCE
LG B220 Dual Sim 32 Mb Preto 32 Mb Ram,"136,03",Celulares e Smartphones,,,5.0,SOUTOFERJOSE
Smartphone Samsung Galaxy A04s Octacore 4gb Ram Tela Infinit,"877,99",Celulares e Smartphones,,,5.0,Loi Brasil
Celular Idoso Telefone Simples Barato 2 Chips Mp3 Radio Fm,"122,17",Celulares e Smartphones,,,3.0,MEGASTORE+TECH
Vitrine Apple iPhone 8 64 Gb Original Com Garantia - Preto,1.199,Celulares e Smartphones,,,5.0,IPHONES+ZN
Smartphone Motorola Edge 20 Pro 256gb Azul 5g 12gb Ram,"3.220,96",Celulares e Smartphones,,,5.0,NEGOCIUN-SP
"Smartphone Samsung Galaxy S23 5g, 128gb, 8gb Ram, Tela 6.1 ",5.238,Celulares e Smartphones,,,,Samsung
Celular Motorola Moto G52 128gb Barato Nf Menor Preço Branco,1.439,Celulares e Smartphones,,,5.0,SMARTSCAROL
Moto G53 5g,1.529,Celulares e Smartphones,,,,Motorola
Celular Samsung Galaxy S22 Ultra Dual Sim 256gb Vinho 12gb  (Recondicionado),"4.017,18",Celulares e Smartphones,,,5.0,FURBTECHELETROELETRONICOSLTD
Motorola One Fusion 64gb Verde Bom - Trocafone Celular Usado (Recondicionado),"683,10",Celulares e Smartphones,,,5.0,TROCAFONECOMERCIALIZACAO
Kit Smartphone Multilaser F Max 2 3g E Porta-retrato Digital,"1.032,80",Celulares e Smartphones,,,,Loja Multi
Samsung Galaxy S22 Desbloqueado 128 Gb Phantom White 8gb Ram,3.899,Celulares e Smartphones,,,5.0,HSTECNOLOGIALTDA
 iPhone 6 16gb Prata Lindo 10x Sem Juros + Garantia  (Recondicionado),"489,06",Celulares e Smartphones,,,5.0,ZARIH
Celular Motorola E5 Play 16gb 1gb Ram - Dourado  (Recondicionado),"502,55",Celulares e Smartphones,,,5.0,FURBTECHELETROELETRONICOSLTD
Xiaomi Mi 8 256gb 6gb Ram Tela 6.21 Snapdragon 845 Octa-cor,2.699,Celulares e Smartphones,,,5.0,CECCATTOEUGENIO20220913135922
Uniwa E1801 2g Gsm Bar Celular Celular Dual Sim Para Idosos,"133,48",Celulares e Smartphones,,,5.0,ESTARBR
Xiaomi Poco X4 Gt 5g 256 Gb 8 Gb Global Original Cor Prata ,2.700,Celulares e Smartphones,,,5.0,MINAS030
Xiaomi 13 Lite 256 Gb 5g 50mp Lançamento Global Em Estoque,2.920,Celulares e Smartphones,,,5.0,AND_CUSTODIO2012
Xiaomi Note 11 Pro+ 5g 8/256gb **nf E Garantia**todas Cores,"2.726,51",Celulares e Smartphones,,,5.0,CAROLCRABELO
Gradiente Neo S Dual Sim 32 Mb Azul (Recondicionado),"134,10",Celulares e Smartphones,,,5.0,TOONANDRADE22
Samsung Galaxy S23 Dual SIM 256 GB lavander 8 GB RAM,5.674,Celulares e Smartphones,,,,Samsung
Positivo Twist 5 S620 Dual Sim 64 Gb Preto 1 Gb Ram,"515,37",Celulares e Smartphones,,,5.0,NEGOCIUN-SP2
Apple iPhone 12 128gb - Preto,4.499,Celulares e Smartphones,,,5.0,LOJA+IPLACE
Apple iPhone XR 128 Gb - Azul Lindo + Nota Fiscal + 10x  (Recondicionado),"2.245,91",Celulares e Smartphones,,,5.0,ZARIH
Positivo Twist 4 Fit S509n 32gb Dual Chip 5    Preto,"538,65",Celulares e Smartphones,,,,Maxx Na Sua Casa
Celular Obasmart Conecta 4g Verde - Ob027,"663,39",Celulares e Smartphones,,,,Loja Multi
Samsung Galaxy Z Fold4 Dual SIM 256 GB preto 12 GB RAM,11.174,Celulares e Smartphones,,,,Samsung
 Moto G 5g Plus Dual Sim 128 Gb Azul 6 Gb Ram Original Nf (Recondicionado),1.504,Celulares e Smartphones,,,5.0,SHOPEX.
Positivo Twist 5 S620 Dual Sim 64 Gb Preto 1 Gb Ram,"515,37",Celulares e Smartphones,,,5.0,NEGOCIUN
Samsung Galaxy Z Fold4 Dual SIM 512 GB grafite 12 GB RAM,12.047,Celulares e Smartphones,,,,Samsung
Celular Obasmart Conecta 4g 32gb Fácil De Usar Obabox Ob026,"545,51",Celulares e Smartphones,,,,Loja MMPLACE
Samsung Galaxy Z Fold4 Dual SIM 512 GB grafite 12 GB RAM,12.047,Celulares e Smartphones,,,,Samsung
Vitrine Apple iPhone 12 64gb Original Com Garantia,3.159,Celulares e Smartphones,,,5.0,IPHONES+ZN
Celular Bom Para Idosos Positivo P28 Tela E Teclas Grandes ,"169,99",Celulares e Smartphones,,,3.0,MEGASTORE+TECH
 iPhone XS 64 Gb Cinza-espacial Lindo + Brinde + Nota Fiscal (Recondicionado),"2.050,16",Celulares e Smartphones,,,5.0,ZARIH
Apple iPhone XR 64gb Branco Vitrine Com Brinde,"1.868,11",Celulares e Smartphones,,,3.0,SCTA661944
Celular Motorola Moto E22 64gb Barato Menor Preço Preto Nfe,"1.324,08",Celulares e Smartphones,,,5.0,SMARTSCAROL
Smartphone Oppo Reno7  6/128gb Camera 50mp Lançamento 2023,1.999,Celulares e Smartphones,,,5.0,PAULOFILISBINOSILVA
Positivo Twist 5 S620 Dual Sim 64 Gb Preto 1 Gb Ram,"554,80",Celulares e Smartphones,,,5.0,NEGOCIUN-SP2
Telefone Celular Lmx430bmw LG K40s Thinq Preto 32gb 3gb (Recondicionado),"664,05",Celulares e Smartphones,,,5.0,FURBTECHELETROELETRONICOSLTD
Celular Barato Simples Dual Chip Positivo P26 Original Nf,"139,12",Celulares e Smartphones,,,5.0,MEGAMAISSTORE
Smartphone Motorola Edge 20 Pro 256gb Azul 5g 12gb Ram,"3.220,96",Celulares e Smartphones,,,5.0,NEGOCIUN-SP2
Apple iPhone XR 128 Gb Vitrine Original  10x Sem Juros,"2.179,45",Celulares e Smartphones,,,5.0,RUN+_AWAY
Samsung Galaxy S23 Plus Dual SIM 256 GB creme 8 GB RAM,6.111,Celulares e Smartphones,,,,Samsung
iPhone X - 256gb Preto - Out Of Box - Com Descont,"2.256,26",Celulares e Smartphones,,,5.0,VIPNOTE2000
Smartphone Redmi 10c Dual Sim 128 Gb 4gb Ram Gray Global Top,"1.125,32",Celulares e Smartphones,,,5.0,DEVELOP+STORE
Smartphone Nokia G21 28gb 4gb Ram Tela Hd+ 6.5 Câmtripla 4g,799,Celulares e Smartphones,,,,Nokia
Telefone Celular LG K10 Power 32gb 2gb Ram Preto Reformado  (Recondicionado),"540,55",Celulares e Smartphones,,,5.0,GABRISCELL+ELETR%C3%94NICOS
Smartphone Xiaomi Redmi 9a Dual Sim Global Cinza,760,Celulares e Smartphones,,,5.0,IMPPORTADOS+LM
Samsung Galaxy A10s Dual Sim 32 Gb Vermelho 2 Gb Ram,1.189,Celulares e Smartphones,,,5.0,RGS-VENDAS
"iPhone 14 Apple (256gb) Red, Tela De 6,1 , 5g",6.892,Celulares e Smartphones,,,5.0,FASTSHOP+OFICIAL
Reembalado iPhone 12 Pro Azul 128gb 5g Nacional Anatel Nfe,"6.391,06",Celulares e Smartphones,,,5.0,SMARTSCAROL
Celular Samsung Galaxy A22 128gb 4gb Ram Dual Sim 6.4 (Recondicionado),"935,99",Celulares e Smartphones,,,5.0,GLOBALPHONECELULARESEINFOR
iPhone 12 128gb Branco Usado (Recondicionado),3.249,Celulares e Smartphones,,,,Trocafy
Samsung Galaxy S23 Plus Dual SIM 512 GB verde 8 GB RAM,6.984,Celulares e Smartphones,,,,Samsung
iPhone 7 Plus 32gb Dourado Excelente 10x Sem Juros (Recondicionado),"1.214,10",Celulares e Smartphones,,,5.0,ZARIH
Smartphone Samsung Galaxy A23 5g 128gb 4gb Ram 6.6 - Preto,1.517,Celulares e Smartphones,,,,Mobcom
Celular Idoso Positivo 3g P.38 128mb 64mb Ram Tela 2.8,"201,16",Celulares e Smartphones,,,5.0,EDUBULGARI
Samsung Galaxy A03s 64gb Dual Sim Android Promoção (Recondicionado),"650,99",Celulares e Smartphones,,,5.0,GLOBALPHONECELULARESEINFOR
Apple iPhone 12 128gb - Branco,4.499,Celulares e Smartphones,,,5.0,LOJA+IPLACE
Celular Positivo P26 Dual Chip Preto Simples Câmera Vga,169,Celulares e Smartphones,,,5.0,GOMA1950299
Apple iPhone 14 256gb Amarelo,"7.348,95",Celulares e Smartphones,,,,Iplace
Kit Smartphone G Max 2 128gb E Teclado C Fio - Tc2620k,"856,61",Celulares e Smartphones,,,,Loja MMPLACE
Celular Samsung Galaxy S20 Fe 128 Gb Verde 6 Gb Ram (Recondicionado),"1.804,05",Celulares e Smartphones,,,5.0,FURBTECHELETROELETRONICOSLTD
Kit Smartphone F Pro 2 32gb E Teclado E Mouse S/ Fio P91520k,"647,50",Celulares e Smartphones,,,,Loja MMPLACE
Smartphone  Samsung Galaxy A14 128gb 4gb Verde Lima Samsung,"1.023,36",Celulares e Smartphones,,,5.0,SUPPLY+CASES.STORE
Celular De Idoso Multilaser Flip Vita Duo Sim 32 Mb Dourado,"242,99",Celulares e Smartphones,,,5.0,GENTELINI+MAGAZINE
Blackview Oscal C80 8 Gb Ram 128 Rom 4g % Original.,1.615,Celulares e Smartphones,,,5.0,MEBSHOPOFICAL
Smatphone Xiaomi Redmi Note 12 Pro 5g 6gb Ram 128gb Global,"2.754,05",Celulares e Smartphones,,,5.0,FLY+MEGASTORE
Xiaomi Mi 11 Lite 5g Ne 128 Gb 8 Gb Global Cor Azul ,2.178,Celulares e Smartphones,,,5.0,MINAS030
Celular Cubot P60 Android 12 - 6gb/128gb - Lacrado-no Brasil,"1.237,70",Celulares e Smartphones,,,4.0,MMC+PRODUTOS
Samsung Galaxy S21 128gb Branco Usado (Recondicionado),"2.969,10",Celulares e Smartphones,,,5.0,Trocafy
Celular Positivo P26 Dual Chip Preto Simples Câmera Vga,150,Celulares e Smartphones,,,5.0,GOMA1950299
Samsung Galaxy A14 128gb 4g Tela 6.6  4gb Ram Preto,"1.288,48",Celulares e Smartphones,,,4.0,STOPCELL+TELEFONIA
Apple iPhone XR (128gb) - Red Bom + Brindes (Recondicionado),"1.889,99",Celulares e Smartphones,,,5.0,R9+IMPORTS
Motorola Moto G6 64gb Ouro Rosê Muito Bom- Trocafone - Usado (Recondicionado),"557,10",Celulares e Smartphones,,,5.0,TROCAFONECOMERCIALIZACAO
"Positivo Twist 3 Pro 64gb S533 - Dual Sim, 3g, Wifi Com Nf","859,06",Celulares e Smartphones,,,5.0,VIIT+STORE
Xiaomi Redmi Note 11 Pro+ Plus 5g 256 Gb 8 Gb Cam 108 Mpx ,"2.704,50",Celulares e Smartphones,,,5.0,MINAS030
Redmi Note 12 5g 128g Tela-amoled 120hz-carga Rapida 33w,"1.899,05",Celulares e Smartphones,,,4.0,APATECH_ELETRONICOS
Smartphone Samsung Galaxy A34 5g 128gb 6gb Câmera 48mp Preto,"1.945,67",Celulares e Smartphones,,,5.0,MEGAMAMUTE+OFICIALES
"Smartphone Samsung Galaxy A54 5g 128gb 8gb Ram 6,4'' Branco ",2.599,Celulares e Smartphones,,,5.0,ALVARO_BISPO2009
Xiaomi Redmi Note 11t 5g Dual Sim 128gb 6gb Ram Black ,2.071,Celulares e Smartphones,,,4.0,ROBIMPORTSS
 iPhone 5s 16 Gb Cinza-espacial Lindo Nota Fiscal E Garantia (Recondicionado),"341,60",Celulares e Smartphones,,,5.0,ZARIH
iPhone 11 Pro 64gb Verde Meia Noite Usado (Recondicionado),"3.017,99",Celulares e Smartphones,,,5.0,Trocafy
Kit Smartphone Multilaser G 2 32gb E Teclado Com Fio P9155k,"620,44",Celulares e Smartphones,,,,Loja MMPLACE
Celular Galaxy A03 Core 32gb Cobre 6.5 4g,872,Celulares e Smartphones,,,5.0,COMPRA_TUDO_TDA
Xiaomi 12 Lite 5g 256 Gb 8 Gb Cam. 108 Mpx Global Cor Pink ,2.880,Celulares e Smartphones,,,5.0,MINAS030
Xiaomi Note 11 Pro+ 5g 8/256 Gb *c/ Nf E Capinha E Pelicula*,"2.820,56",Celulares e Smartphones,,,5.0,CAROLCRABELO
Samsung Galaxy A14 Dual 128gb 4gb Ram Tela 6.6' 4g Câm 50mp,"1.141,72",Celulares e Smartphones,,,5.0,SUPPLY CASES.STORE
Celular LG K11+ Lmx410bcw 32 Gb Preto 3 Gb Ram (Recondicionado),"597,55",Celulares e Smartphones,,,5.0,FURBTECHELETROELETRONICOSLTD
Samsung Galaxy Z Flip4 5G 256 GB violeta 8 GB RAM,6.547,Celulares e Smartphones,4.5,19.0,,Samsung
Apple iPhone XR 128 Gb - Azul (Recondicionado),"2.183,32",Celulares e Smartphones,,,5.0,ZARIH
iPhone 14 Pro Max Apple 256gb Roxo-profundo + Fonte +capinha,"8.652,60",Celulares e Smartphones,,,4.0,GODINHOERICA20230109153505
Soyes S10p Mini Celular 1.5 Ips Tela Mt6261 Mp3,"135,13",Celulares e Smartphones,,,5.0,CNRAINBOW2-BRR
Apple iPhone XR 128 Gb Branco Lindo 10x Sem Juros + 10x  (Recondicionado),"2.260,12",Celulares e Smartphones,,,5.0,ZARIH
Melhor Apple iPhone 11 - 64gb - Original Em 12x  (Recondicionado),2.700,Celulares e Smartphones,,,5.0,DUDASTORE-+BOLSAS
iPhone 11 Pro 64gb Cinza Espacial Usado (Recondicionado),"3.140,72",Celulares e Smartphones,,,5.0,Trocafy
Apple iPhone 12 128gb - Branco,"4.723,95",Celulares e Smartphones,,,,Iplace
Smartphone Galaxy A54 5g 128gb 8gb Preto Samsung Tela Amoled,3.499,Celulares e Smartphones,,,5.0,SUPPLY+CASES.STORE
Apple iPhone XR 64 Gb  Branco Vitrine Pronta Entrega C/ Nf-e,"2.105,22",Celulares e Smartphones,,,5.0,FIRMOFAST
iPhone 12 256gb Product(red) Usado (Recondicionado),3.899,Celulares e Smartphones,,,,Trocafy
Infinix Smartphone Infinix Zero 5g 128gb Câmera Tripla Até 4,"2.069,10",Celulares e Smartphones,,,,Infinix
iPhone 14 Pro 1tb Dourado Reembalado (Recondicionado),"8.255,14",Celulares e Smartphones,,,5.0,Ver mais
Apple iPhone XR 128 Gb Preto Lindo + Nota Fiscal + 10x (Recondicionado),"2.245,91",Celulares e Smartphones,,,5.0,ZARIH
Smartphone Nokia G21 28gb 4gb Ram Tela Hd+ 6.5 Câmtripla 4g,799,Celulares e Smartphones,,,,Loja MMPLACE
Xiaomi Redmi Note 12 4/128gb Lançamento2023 5g + Fone Brinde,"1.880,90",Celulares e Smartphones,,,5.0,VICENTENEUSA20220719182152
Apple iPhone SE (2a Geração) 64 Gb  Branco Lindo Nota Fiscal (Recondicionado),"1.536,08",Celulares e Smartphones,,,5.0,ZARIH
Celular 64gb Umldigi Smartphone 64 Gb Smart Leia A Descrição,"899,90",Celulares e Smartphones,,,5.0,OLIVEIRAMON3518
Celular Para Idoso Positivo 4g Simples Original Anatel,"218,02",Celulares e Smartphones,,,5.0,EDUBULGARI
 iPhone 6s Plus 16 Gb Rose Lindo 10x Sem Juros + Nota Fiscal (Recondicionado),"799,20",Celulares e Smartphones,,,5.0,ZARIH
Xiaomi Mi 11 Lite Ne 5g 8/128 Green *gratis Fone Bluetooth* ,2.299,Celulares e Smartphones,,,5.0,CAROLCRABELO
Yeemi K21+flip Celular Dual Sim Cards 3g Rede,"212,42",Celulares e Smartphones,,,5.0,CNRAINBOW2-BRR
 iPhone 8 64 Gb Cinza-espacial Vitrine 12x Sem Juros,"1.396,50",Celulares e Smartphones,,,5.0,VIPNOTE2000
iPhone 11 128gb Preto Usado (Recondicionado),"2.607,75",Celulares e Smartphones,,,,Trocafy
Celular Motorola Moto G4 Play 16gb Dual Tv Xt1603 - Vitrine,"589,03",Celulares e Smartphones,,,5.0,TECMODENA
Smartphone Tcl L10 Plus Tela Hd + Octa-core 64gb 5mp Cinza,689,Celulares e Smartphones,,,5.0,Maxx Na Sua Casa
Smartphone Xiaomi Poco X5 Pro 5g Dual Sim 128 Gb Preto 6 Gb,"2.287,12",Celulares e Smartphones,,,5.0,VITT_JS
Samsung Galaxy J7 Prime Preto Bom - Celular Usado (Recondicionado),"458,10",Celulares e Smartphones,,,5.0,TROCAFONECOMERCIALIZACAO
Vitrine Apple iPhone 12 64gb Original,"3.258,99",Celulares e Smartphones,,,5.0,IPHONES+ZN
Kit Smartphone Multi G 3 4g 32gb E Porta-retrato Digital,"988,07",Celulares e Smartphones,,,,Loja Multi
iPhone 11 Pro Max 256 Gb Vitrine,"4.065,92",Celulares e Smartphones,,,5.0,VIPNOTE2000
"Smartphone Nokia C20 32gb 2gb Ram Câmera 5mp 6,5 Azul Nk038","728,01",Celulares e Smartphones,,,,Obabox
Motorola Moto E22 Dual 128gb 4gb Ram 16mp Tela 6.5 Octa Core,"1.149,91",Celulares e Smartphones,,,5.0,EMANXES
Celular Dual Sim Empresarial Flip Big Screen Desbloqueado,"238,40",Celulares e Smartphones,,,5.0,ESTARBR
Samsung Galaxy A51 Dual Sim 128 Gb  4 Gb Ram Original Nf (Recondicionado),1.549,Celulares e Smartphones,,,5.0,SHOPEX.
Kit Smartphone Multilaser F 32gb E Teclado Com Fio - P91310k,"504,94",Celulares e Smartphones,,,,Loja MMPLACE
Vitrine Apple iPhone 8 64 Gb Original Com Garantia,1.199,Celulares e Smartphones,,,5.0,IPHONES+ZN
iPhone 8 Plus 256gb Original Exposição Promo 12x Sem Jurs,"2.184,05",Celulares e Smartphones,4.4,13.0,5.0,VIPNOTE2007
Celular Redmi Note 11 Pro 5g 128gb 6gb Ram Azul Versãoglobal,2.090,Celulares e Smartphones,,,4.0,ROBIMPORTSS
 iPhone 6 16gb Prata Lindo + Garantia + Nota Fiscal  (Recondicionado),"470,25",Celulares e Smartphones,,,5.0,ZARIH
 iPhone 6 32gb Cinza-espacial Lindo 10x Sem Juros + Nf (Recondicionado),"550,19",Celulares e Smartphones,,,5.0,ZARIH
 iPhone 6 16gb Cinza-espacial Lindo 10x Sem Juros Garantia (Recondicionado),"493,76",Celulares e Smartphones,,,5.0,ZARIH
Apple iPhone 11 (64 Gb) Preto - Nota Fiscal + Garantia Apple,"4.650,77",Celulares e Smartphones,,,5.0,VATRA+STORE.COM.BR
Sansumg Galaxy A54 5g 128 Gb 8 Gb Ram Preto Envio Imediato,"2.053,25",Celulares e Smartphones,,,5.0,ELETRONIC.123
iPhone 12 Mini 256gb Verde Usado (Recondicionado),"3.093,20",Celulares e Smartphones,,,5.0,Trocafy
Celular Portatil 2 Chip Dual Cartão Brinquedo Funciona,"130,49",Celulares e Smartphones,,,4.0,DEL%C3%8DVIA20220706082628
iPhone 7 Plus 128gb Prata Excelente + Nota Fiscal  (Recondicionado),"1.318,60",Celulares e Smartphones,,,5.0,ZARIH
Xiaomi Redmi Note 12s 4g 8/256 Gb Dual Sim Global Cinza.,1.955,Celulares e Smartphones,,,5.0,IMPPORTADOS+LM
Redmi Note 11s Dual Sim 128 Gb Twilight Blue 8 Gb Global Top,"1.788,78",Celulares e Smartphones,,,5.0,DEVELOP+STORE
Vitrine - Apple iPhone 11 - 64gb - Original Em 12x Sem Juros (Recondicionado),"2.636,72",Celulares e Smartphones,,,5.0,MAMMULTIMARCASCOMERCIOEDIS
 iPhone 6 64 Gb Cinza-espacial Lindo 10x Sem Juros Garantia (Recondicionado),"644,24",Celulares e Smartphones,,,5.0,ZARIH
Celular Samsung Galaxy A03s Duos 64gb 4gb Ram Vitrine (Recondicionado),"695,79",Celulares e Smartphones,,,5.0,GLOBALPHONECELULARESEINFOR
Celular Dual Sim Positivo P26 Mb 32 Mb Ram Gps Tela 1.8,"153,90",Celulares e Smartphones,,,5.0,GOMA1950299
 Moto G7 Plus Dual Sim 64 Gb Rubi 4 Gb Ram (Recondicionado),"989,88",Celulares e Smartphones,,,5.0,ASTROTEC+ELETRONICOS
Smartphone Samsung Galaxy S21 Fe 5g 256gb 6gb Violeta,2.999,Celulares e Smartphones,,,,Mercado Livre
Samsung Galaxy Trend 4gb De Armazenamento Câmera De 5mp (Recondicionado),"199,92",Celulares e Smartphones,,,5.0,MAGAZINE_PONTIER
Apple iPhone 14 128gb Amarelo,6.249,Celulares e Smartphones,,,5.0,Iplace
Vitrine - Apple iPhone 11 - 64gb- Original Com Garantia (Recondicionado),"3.226,10",Celulares e Smartphones,,,5.0,DUDASTORE-+BOLSAS
Kit Smartphone Multilaser F Max 2 E Porta-retrato Digital,"939,85",Celulares e Smartphones,,,,Loja Multi
iPhone 14 Pro 1tb Dourado Reembalado (Recondicionado),"9.132,34",Celulares e Smartphones,,,,Trocafy
"Smartphone Samsung Galaxy M54 5g, 256gb, 8gb Ram, Tela 6.7''","2.164,82",Celulares e Smartphones,,,5.0,RIOSANDMARES
Xiaomi Redmi Note 10s 8gb 128gb Global Dual Sim Onyx Gray,"1.458,25",Celulares e Smartphones,,,5.0,IMPPORTADOS+LM
Sony Xperia M4 Aqua 16gb Snapdragon 2gb Octa-core Preto + Nf (Recondicionado),"335,31",Celulares e Smartphones,,,5.0,ALB+PARTS
Smartphone Nokia Nk040 + Fone Sem Fio Nokia Lite Earbuds,"776,05",Celulares e Smartphones,,,,Obabox
Smartphone Samsung Galaxy A04e 64gb 3gb 6.5 Polegadas Preto,"931,57",Celulares e Smartphones,,,5.0,LEONFERSHOP
Kit Smartphone Multilaser F Max 2 3g E Porta-retrato Digital,"960,50",Celulares e Smartphones,,,,Loja MMPLACE
Vitrine Apple iPhone 8 64 Gb Original Preto - 10x Sem Juros,1.299,Celulares e Smartphones,,,5.0,IPHONES+ZN
Smartphone Realme C33 4g Octa-core 4gb Ram 64gb 6.5 Blue,"909,35",Celulares e Smartphones,4.0,1.0,5.0,Realme
Celular Xiaomi Redmi 9a 32gb Verde 2 Ram Oferta Promocional,715,Celulares e Smartphones,,,5.0,AUTOFLECHA
Samsung Galaxy Z Fold4 Dual SIM 256 GB creme 12 GB RAM,11.174,Celulares e Smartphones,,,,Samsung
 iPhone 7 32gb Prata Lindo + Nota Fiscal + 10x Sem Juros (Recondicionado),"843,60",Celulares e Smartphones,,,5.0,ZARIH
Seminovo: Motorola One 64gb Branco Excelente - Trocafone (Recondicionado),"650,07",Celulares e Smartphones,,,5.0,TROCAFONECOMERCIALIZACAO
Kit Smartphone Tcl 5130il10 Plus Tela Hd+huawei Smart Band 4,"1.398,40",Celulares e Smartphones,,,,Maxx Na Sua Casa
Kit Smartphone Nokia G21 4g 128gb E Porta-retrato Digital,"1.752,80",Celulares e Smartphones,,,,Loja MMPLACE
Celular Cubot X50  256gb/8gb   Lacrado - Sem Taxas No Brasil,"2.279,05",Celulares e Smartphones,,,4.0,MMC+PRODUTOS
Smartphone Motorola Edge 20 Pro 256gb Azul 5g 12gb Ram,"2.991,58",Celulares e Smartphones,,,5.0,NEGOCIUN-SP
Samsung Galaxy S23 Plus Dual SIM 512 GB violeta 8 GB RAM,6.984,Celulares e Smartphones,,,,Samsung
Usado: Samsung Galaxy J7 Pro 64gb Preto Muito Bom (Recondicionado),"593,10",Celulares e Smartphones,,,5.0,TROCAFONECOMERCIALIZACAO
Moto G20 64gb Azul Usado Com Marcas (Recondicionado),769,Celulares e Smartphones,,,5.0,Trocafy
Smartphone Xiaomi Redmi Note 12s 8/256gb 4g 108mpx Preto,"1.899,90",Celulares e Smartphones,,,5.0,VICENTENEUSA20220719182152
Kit Smartphone Multilaser G Max 2 E Porta-retrato Digital,"1.067,26",Celulares e Smartphones,,,,Loja MMPLACE
 Celular Moto G82 5g Dual Sim 128 Gb Preto 6 Gb Ram (Recondicionado),"2.159,20",Celulares e Smartphones,,,5.0,FURBTECHELETROELETRONICOSLTD
iPhone 8 - 256gb Dourado - Out Of Box - Promo `a Vista,"1.709,05",Celulares e Smartphones,,,5.0,VIPNOTE2000
Kit Smartphone F Pro 2 32gb E Teclado Com Fio - P9153k,"568,30",Celulares e Smartphones,,,,Loja MMPLACE
Telefone Celular Motorola G8 Play 32gb 2gb Ram Preto Mt/bom (Recondicionado),559,Celulares e Smartphones,,,5.0,GABRISCELL+ELETR%C3%94NICOS
Celular Xiaomi Redmi 12c 4/128gb Super Lançamento 2023,"1.258,11",Celulares e Smartphones,,,5.0,CV.VARIEDADES
Samsung Galaxy A12 Dual Sim 64 Gb Preto 4 Gb Ram Usado (Recondicionado),"836,99",Celulares e Smartphones,,,5.0,BCK+ECOM
Celular 2 Telas Multilaser Flip Vita Duo Dual Chip P/ Idoso,"229,08",Celulares e Smartphones,,,5.0,BABYTUDOVARIEDADES
LG K51s 64gb Titânio Bom - Celular Usado (Recondicionado),"626,99",Celulares e Smartphones,,,5.0,TROCAFONECOMERCIALIZACAO
Apple iPhone XR 64 Gb Original Vitrine ,1.869,Celulares e Smartphones,,,5.0,ZN+CAVICCHIOLI
Smartphone Infinix Smart 6 6.5 Hd+ 64gb  2gb Ram Verde,"689,40",Celulares e Smartphones,,,5.0,INPOWER
Telefone Celular iPhone 7 128gb 2gb Ram Preto Garantia + Nf  (Recondicionado),"1.139,05",Celulares e Smartphones,,,5.0,GABRISCELL+ELETR%C3%94NICOS
Celular Xt2055 Motorola Moto G8 Power Lite Aquamarine (Recondicionado),"899,10",Celulares e Smartphones,,,5.0,FURBTECHELETROELETRONICOSLTD
Apple iPhone 11 64gb Original Vitrine,2.699,Celulares e Smartphones,,,5.0,IPHONES+ZN
iPhone 7 Plus 256 Gb Lindo Prata 10x Sem Juros Nota Fiscal  (Recondicionado),"1.508,60",Celulares e Smartphones,,,5.0,ZARIH
Samsung Galaxy S23 Plus Dual Sim 512 Gb Preto 8 Gb Ram,"6.395,40",Celulares e Smartphones,,,5.0,LOJA+IEDAMIYASHIRO
 iPhone 6 Plus 16 Gb Preto Lindo 10x Sem Juros Nota Fiscal  (Recondicionado),"583,11",Celulares e Smartphones,,,5.0,ZARIH
iPhone 14 Pro 1tb Roxo Reembalado (Recondicionado),"11.256,54",Celulares e Smartphones,,,5.0,Trocafy
